,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
45450,5,5,2,2,5,2,1,5,4,1,1,4,5,1,5,5,1,5,5,5
45451,1,2,5,5,2,5,5,1,5,5,2,2,1,4,4,5,3,2,1,2
45452,5,5,4,4,2,2,3,2,5,4,3,4,1,2,2,1,3,5,3,2
45453,5,5,1,1,5,1,1,5,1,2,1,5,5,1,5,1,5,5,5,5
45454,4,4,2,4,4,2,1,4,4,2,2,3,3,2,3,3,2,3,5,1
45455,5,2,2,1,5,2,2,4,2,1,1,5,2,2,2,5,1,4,5,4
45456,5,4,4,2,5,2,4,5,5,4,1,4,4,2,2,1,1,2,4,4
45457,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
45458,5,4,1,1,5,1,2,5,1,1,1,5,4,1,4,1,1,5,5,2
45459,5,5,1,1,2,1,1,5,1,1,1,5,5,1,5,1,1,4,5,1
45460,1,1,2,5,1,2,4,1,5,5,2,1,1,5,1,2,5,1,2,1
45461,4,5,1,2,5,2,1,4,2,2,2,5,4,2,5,2,3,4,5,2
45462,5,4,1,3,5,2,1,4,3,1,2,3,2,2,4,1,1,5,4,5
45463,1,2,4,5,2,2,4,2,5,2,2,1,2,3,4,2,3,3,3,1
45464,2,4,5,4,2,4,5,4,5,5,4,5,2,2,2,4,2,1,4,2
45465,1,5,2,1,4,2,2,1,4,5,1,1,1,1,5,5,5,5,4,1
45466,4,4,2,4,5,1,1,2,4,2,2,2,4,1,4,1,1,4,1,2
45467,2,5,1,1,2,1,1,5,1,5,1,5,4,1,2,1,1,5,3,5
45468,3,3,2,4,2,3,2,2,4,4,1,3,2,3,4,3,2,4,4,3
45469,5,4,3,3,3,2,2,2,3,3,2,4,4,2,4,4,5,4,2,2
45470,3,4,1,1,5,2,1,4,2,3,1,4,1,1,4,4,1,5,5,1
45471,1,1,4,4,4,1,1,2,4,4,1,4,1,4,2,4,2,4,5,1
45472,1,4,4,5,1,4,2,1,5,5,4,2,1,3,2,4,3,1,1,1
45473,5,5,1,5,4,1,1,3,1,5,1,5,2,1,5,1,1,5,5,5
45474,2,4,4,2,4,2,2,4,5,5,1,4,4,2,2,1,2,2,4,1
45475,1,1,4,3,2,4,4,2,5,5,2,1,3,4,3,4,3,3,5,1
45476,5,4,5,4,4,1,5,5,5,1,1,2,4,1,3,1,1,3,5,2
45477,4,3,5,4,4,2,2,4,4,1,2,5,2,3,2,1,4,2,5,3
45478,4,4,3,1,5,1,1,5,3,2,1,4,5,2,5,2,5,4,5,4
45479,4,5,1,2,5,1,1,4,2,2,1,5,5,1,5,2,1,4,5,2
45480,5,4,2,2,5,1,1,3,3,2,1,5,5,1,5,3,1,4,5,5
45481,5,5,1,1,3,1,1,5,1,1,4,5,4,1,5,1,1,1,1,4
45482,4,4,1,1,5,2,1,5,1,2,1,5,5,3,5,1,2,5,5,1
45483,1,1,2,5,1,3,3,4,5,5,3,1,1,2,1,2,1,1,4,1
45484,2,4,5,1,2,5,5,4,5,4,2,1,1,3,2,1,2,2,2,2
45485,3,3,5,1,5,2,4,4,4,4,1,2,4,2,4,1,1,4,5,5
45486,5,4,2,2,5,1,2,5,3,2,1,5,5,3,5,3,5,5,5,5
45487,4,4,2,2,2,1,1,5,1,1,1,5,3,1,5,2,1,4,5,3
45488,2,5,4,5,5,4,4,2,5,5,5,2,1,3,4,5,4,5,4,1
45489,2,1,5,1,4,4,1,4,5,5,3,2,1,1,5,2,4,2,4,4
45490,5,1,1,1,5,1,2,5,1,2,1,5,5,2,2,2,1,4,5,5
45491,1,1,5,4,5,5,5,1,5,4,2,2,4,5,4,5,2,1,5,1
45492,4,5,1,1,4,2,1,4,3,1,1,5,4,2,5,1,1,4,5,4
45493,2,3,3,5,1,4,5,1,5,4,3,4,1,1,4,1,4,2,5,1
45494,4,4,2,1,5,1,1,4,3,1,1,5,4,3,4,1,2,4,5,5
45495,5,4,2,1,5,4,1,5,4,4,2,5,5,1,5,5,4,4,5,2
45496,5,4,2,4,1,5,1,3,5,5,3,1,5,1,2,4,1,1,3,3
45497,5,5,3,3,5,2,2,4,5,4,2,5,1,2,5,2,4,5,5,4
45498,5,5,1,1,5,1,2,5,2,2,4,5,4,1,4,5,1,5,5,2
45499,5,5,1,2,4,1,1,4,1,1,1,4,5,2,5,1,1,4,5,3
45500,2,4,4,3,4,3,2,4,4,2,2,3,4,2,3,4,3,4,5,1
45501,2,1,1,1,4,1,1,1,1,3,1,5,5,1,5,1,1,5,5,1
45502,4,4,4,2,5,4,2,4,4,2,3,5,4,2,4,2,1,4,5,2
45503,5,4,2,1,5,2,1,4,2,1,1,5,1,1,5,1,1,1,5,5
45504,3,4,4,2,3,2,2,2,5,5,1,4,1,4,3,2,3,4,5,2
45505,1,1,5,5,4,5,4,4,5,5,4,1,1,4,1,4,4,1,5,1
45506,5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,4
45507,2,3,2,3,2,1,1,1,5,4,2,4,4,1,1,1,2,4,5,1
45508,1,1,3,2,4,2,1,1,5,4,1,2,4,2,5,4,1,5,2,1
45509,2,2,5,5,4,4,3,4,5,1,3,2,5,4,4,5,3,4,5,2
45510,2,4,5,4,4,4,3,2,5,3,4,1,4,3,4,4,4,4,5,1
45511,4,2,1,5,1,2,2,1,2,2,2,5,2,2,4,3,2,3,5,4
45512,1,4,1,5,1,2,2,2,5,4,4,1,1,2,3,4,2,2,5,1
45513,1,1,1,5,1,5,2,1,5,5,1,1,1,5,1,4,5,1,1,1
45514,5,5,1,1,5,1,1,5,1,5,1,5,5,1,5,1,1,5,4,5
45515,5,5,1,1,5,1,1,4,1,2,2,4,2,2,5,1,1,5,5,2
45516,3,4,3,2,3,2,2,5,4,2,2,3,3,2,4,1,3,3,5,1
45517,1,4,4,4,1,2,1,1,2,5,1,4,1,2,2,4,4,5,5,3
45518,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
45519,1,1,1,3,1,3,1,1,1,1,1,5,1,1,4,2,2,5,5,3
45520,4,4,3,4,2,1,2,4,4,3,2,5,4,2,3,2,2,4,5,3
45521,2,1,5,3,3,4,2,4,4,5,2,4,2,1,2,3,3,3,5,1
45522,5,5,2,1,5,2,1,5,1,5,1,5,5,1,5,1,1,5,5,5
45523,5,4,1,1,5,3,1,3,5,1,1,5,4,1,5,1,1,3,5,5
45524,1,2,3,2,4,3,2,2,4,5,2,4,1,2,4,2,3,4,4,2
45525,1,1,4,4,4,5,4,1,5,5,2,4,2,4,2,4,4,2,5,1
45526,1,1,2,4,3,4,2,1,5,4,4,5,1,1,2,5,1,4,3,1
45527,3,5,3,2,3,5,3,2,4,4,2,4,2,2,5,2,2,4,4,1
45528,4,5,1,1,5,1,1,5,2,2,1,5,5,1,4,1,3,4,5,2
45529,1,1,4,5,1,4,2,1,5,4,1,1,3,4,2,4,5,2,4,1
45530,5,5,1,1,5,1,1,5,1,1,3,5,5,1,4,1,1,5,5,3
45531,1,2,5,5,1,5,5,4,5,3,1,4,1,2,4,4,1,4,5,1
45532,5,4,1,1,4,1,1,5,1,2,1,5,5,1,5,1,2,5,5,1
45533,3,4,3,3,5,5,3,4,2,2,1,5,4,2,4,4,3,5,5,4
45534,5,5,5,1,5,3,3,2,5,5,1,5,5,3,5,4,2,4,5,1
45535,5,5,1,2,4,1,1,1,2,1,1,5,3,1,5,2,1,5,5,2
45536,3,5,2,2,1,2,2,4,3,2,1,3,4,1,5,1,4,2,5,4
45537,5,5,1,1,3,1,1,3,1,4,1,5,5,1,4,3,4,3,5,4
45538,1,1,5,4,2,2,5,1,5,5,1,1,1,4,1,5,2,4,1,1
45539,1,4,3,4,2,2,5,1,4,3,3,4,1,2,2,4,3,1,5,1
45540,4,5,2,4,4,2,2,4,3,2,2,3,4,2,2,2,2,3,4,2
45541,5,5,1,3,5,5,1,5,5,5,5,5,5,1,3,3,3,5,5,1
45542,3,4,2,4,2,1,1,3,3,1,1,5,4,1,5,1,1,5,5,4
45543,4,5,1,4,5,2,2,4,1,2,1,5,2,4,5,5,2,4,5,1
45544,5,5,5,4,2,5,1,3,5,5,2,5,3,4,5,4,3,5,1,2
45545,1,1,5,5,2,5,5,1,5,5,5,1,1,3,1,5,1,1,5,1
45546,4,5,3,1,5,2,2,5,1,2,1,5,5,1,5,5,1,4,5,5
45547,1,2,5,5,1,4,5,1,5,5,3,1,1,2,3,5,4,2,1,1
45548,1,4,2,5,1,2,2,1,5,5,2,1,1,4,1,1,4,1,5,1
45549,4,4,1,3,3,1,1,2,1,3,3,2,1,2,3,1,1,4,5,1
45550,5,5,1,1,5,1,1,5,3,1,1,5,3,1,5,1,1,5,5,5
45551,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,3,5,5,5
45552,2,3,1,3,4,1,2,3,2,2,2,4,3,1,5,1,1,5,4,4
45553,2,2,4,2,4,4,4,1,5,2,2,2,1,1,3,1,3,4,5,3
45554,3,4,1,3,4,4,2,2,4,2,2,2,1,2,2,5,5,4,4,2
45555,1,2,4,3,1,4,4,1,5,5,2,3,1,3,3,4,3,2,5,2
45556,3,5,4,4,2,2,1,4,5,2,1,5,5,2,5,1,1,4,5,5
45557,5,5,4,2,5,1,5,4,5,1,1,5,5,1,5,2,1,5,5,1
45558,2,2,4,4,4,4,2,2,5,4,5,3,2,5,4,2,4,3,5,2
45559,5,5,4,4,5,2,2,4,5,4,1,4,1,1,4,4,5,4,1,2
45560,1,2,2,4,1,2,2,1,5,4,2,2,1,4,4,2,2,2,4,1
45561,2,1,5,5,1,4,4,1,5,5,2,1,1,5,1,5,5,1,5,1
45562,5,1,4,1,4,5,3,4,5,5,4,4,5,1,1,1,1,3,5,1
45563,3,4,3,2,4,2,1,1,3,4,1,4,4,3,4,1,5,4,4,1
45564,2,1,5,3,2,1,2,1,5,4,1,5,1,1,3,1,1,3,5,1
45565,5,2,3,1,2,4,2,4,5,2,1,5,5,1,1,2,1,5,5,1
45566,3,4,2,1,5,2,2,4,2,2,1,5,3,1,4,1,1,3,5,3
45567,5,1,3,4,3,4,2,1,5,3,1,1,2,4,4,5,2,4,3,1
45568,4,2,3,1,2,5,5,5,2,4,2,5,5,1,1,4,1,4,5,2
45569,4,5,5,2,4,1,2,5,5,2,2,5,1,1,2,4,3,4,5,2
45570,4,2,5,1,5,2,2,5,2,4,1,5,5,1,5,1,4,5,4,2
45571,1,1,5,5,1,1,1,1,5,5,5,1,1,5,3,1,1,3,5,1
45572,5,5,5,5,5,1,1,1,5,1,1,5,4,1,5,5,1,5,5,5
45573,1,4,3,4,4,4,2,1,5,5,1,2,1,1,5,2,3,1,5,1
45574,3,5,4,2,2,1,1,4,2,5,1,2,2,2,4,2,3,3,5,1
45575,5,3,2,3,2,2,1,3,5,4,2,4,1,3,4,5,2,2,4,1
45576,5,5,1,4,4,2,1,5,5,1,1,4,5,1,5,5,2,3,5,4
45577,5,5,2,1,3,3,3,4,5,3,2,4,3,2,3,4,2,4,5,1
45578,5,5,4,2,5,3,4,3,4,3,2,4,5,3,2,4,1,3,5,3
45579,5,4,1,2,5,1,1,1,1,5,1,5,2,1,2,1,1,2,5,4
45580,5,4,4,2,2,2,2,5,1,1,2,5,5,1,5,2,3,5,5,1
45581,2,5,1,3,5,5,1,2,5,3,3,4,4,3,1,5,2,5,5,3
45582,1,2,5,5,1,5,2,1,5,5,1,1,1,5,1,5,1,1,1,1
45583,5,4,1,1,5,1,1,2,1,2,1,5,5,2,5,4,1,3,5,3
45584,5,4,4,2,4,5,1,2,5,3,2,1,1,1,3,2,5,1,2,4
45585,2,4,2,2,4,4,3,4,5,4,2,5,1,2,1,1,2,4,5,5
45586,3,1,5,5,5,5,4,5,5,3,1,5,1,1,5,1,1,5,5,5
45587,2,5,3,3,5,5,5,5,5,5,2,5,1,5,5,5,3,5,5,1
45588,1,1,2,4,5,1,1,5,2,2,2,5,5,1,5,3,1,5,5,5
45589,2,3,1,5,1,4,1,2,3,3,2,2,2,3,4,1,3,5,5,1
45590,1,1,5,4,1,2,1,2,5,5,3,2,1,3,3,2,4,1,5,1
45591,5,4,5,4,4,4,4,1,5,2,2,4,4,1,1,1,5,5,4,2
45592,5,2,4,2,3,1,4,4,5,4,4,3,5,3,4,4,1,5,3,5
45593,1,3,3,4,1,1,1,1,5,4,1,3,3,5,5,1,3,4,4,1
45594,3,5,3,1,5,2,5,1,1,3,1,5,4,1,5,1,3,5,3,3
45595,3,4,4,2,5,4,2,4,4,4,3,5,5,2,4,5,4,5,5,3
45596,4,4,1,1,2,4,1,1,5,5,1,3,4,1,4,1,1,5,5,3
45597,1,2,3,5,1,2,2,1,5,5,4,2,1,4,3,3,3,4,5,1
45598,3,1,3,4,2,4,3,1,5,4,4,1,1,2,2,3,3,1,5,3
45599,5,5,1,1,5,1,1,5,5,5,5,5,5,4,5,1,3,5,4,5
45600,2,1,3,1,4,3,2,2,4,3,2,4,4,2,3,3,2,4,5,2
45601,2,2,5,4,2,5,4,2,5,4,2,2,1,4,2,5,5,2,3,3
45602,5,5,3,1,5,1,1,2,3,1,1,5,5,1,3,1,4,1,5,5
45603,3,3,2,3,3,2,1,4,4,2,3,5,4,2,5,4,2,5,3,4
45604,1,4,3,1,5,3,3,2,3,3,1,5,2,1,4,2,3,4,3,1
45605,5,2,1,2,3,4,1,3,5,5,2,4,4,1,4,3,2,4,4,1
45606,1,1,2,1,5,1,3,4,1,5,1,3,2,3,4,3,1,5,3,1
45607,1,5,5,3,5,5,5,4,5,5,2,5,4,1,5,5,1,1,3,1
45608,5,1,2,1,4,1,2,4,2,4,1,5,4,2,4,2,1,4,5,4
45609,5,5,1,5,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1
45610,1,1,5,3,1,4,4,1,5,5,5,2,1,1,1,2,5,1,4,1
45611,1,1,5,2,1,5,2,4,5,5,2,2,4,5,1,1,3,2,5,1
45612,1,3,5,3,3,4,4,3,5,4,3,2,3,3,3,3,3,4,3,1
45613,5,5,3,3,5,3,1,5,5,1,1,3,1,1,3,3,1,5,5,3
45614,5,5,2,1,5,2,2,4,1,1,2,5,2,1,5,1,1,4,4,4
45615,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
45616,5,5,5,4,3,3,2,4,5,3,2,4,5,2,4,4,4,4,4,3
45617,5,4,2,1,3,1,2,5,1,1,2,2,3,2,3,1,2,5,2,4
45618,4,5,2,1,4,2,1,5,2,2,1,5,2,3,5,4,1,5,5,1
45619,4,3,4,3,3,4,2,4,4,3,2,3,3,2,4,4,3,3,4,2
45620,1,1,4,5,4,5,2,4,5,5,2,1,1,2,4,1,3,4,5,4
45621,2,5,3,1,4,1,1,2,3,5,1,5,5,1,5,1,4,5,5,5
45622,5,4,5,1,5,1,1,4,2,2,1,5,5,1,4,1,2,5,5,5
45623,3,4,5,1,4,3,2,4,4,1,2,5,1,1,3,4,1,5,5,3
45624,1,1,1,3,4,2,2,1,4,5,1,5,1,1,1,4,3,2,4,1
45625,2,4,3,3,2,2,4,2,4,5,1,2,2,1,5,2,3,2,5,2
45626,2,4,4,4,3,2,2,3,5,4,1,3,1,2,4,2,4,4,5,1
45627,5,4,2,2,4,1,1,4,3,4,1,5,4,1,5,1,1,4,4,4
45628,5,5,3,2,5,1,1,5,2,1,1,5,5,2,2,1,1,4,5,1
45629,4,1,2,1,5,1,1,5,2,1,1,5,4,1,5,1,5,2,5,1
45630,2,2,2,2,4,4,4,2,5,4,2,4,1,2,2,2,2,4,4,1
45631,5,5,5,4,3,4,2,2,5,2,2,5,1,4,3,4,1,4,3,3
45632,2,4,5,2,4,1,1,4,5,5,1,4,2,1,4,5,1,5,5,4
45633,5,5,1,1,5,1,1,2,2,1,1,5,4,2,2,4,4,5,4,4
45634,3,2,5,1,5,5,3,1,5,2,1,2,1,2,1,4,3,2,2,1
45635,4,4,4,4,1,4,2,1,3,2,2,3,1,4,4,2,3,2,5,1
45636,4,5,1,3,5,3,1,4,3,1,1,5,4,1,4,1,1,4,5,1
45637,2,1,5,4,4,5,4,1,2,4,2,4,1,4,5,4,2,2,4,2
45638,4,5,2,2,4,2,2,3,4,2,1,5,2,2,4,4,2,3,3,4
45639,2,1,2,4,1,2,2,2,5,5,4,1,1,2,3,4,5,1,5,2
45640,1,3,5,3,2,4,2,1,5,4,1,1,2,2,2,4,3,2,3,1
45641,5,5,2,2,4,2,1,5,2,1,1,5,4,3,5,2,1,3,5,1
45642,1,1,2,5,1,2,4,1,5,5,2,5,1,3,4,1,1,2,2,1
45643,4,4,1,3,2,1,2,2,3,2,1,4,4,2,4,5,2,5,4,2
45644,5,5,5,4,2,1,1,1,5,1,1,4,2,4,3,1,2,4,5,1
45645,5,5,2,1,4,3,1,2,3,2,2,4,5,1,4,2,1,5,5,5
45646,5,4,1,2,5,1,2,5,2,2,1,5,4,1,5,2,4,5,5,1
45647,1,1,5,3,4,5,2,1,5,5,2,2,1,2,4,1,3,2,1,1
45648,5,2,1,4,4,4,4,4,2,2,3,5,1,1,4,2,1,4,5,3
45649,5,5,1,1,5,1,1,4,4,1,1,5,5,1,5,1,3,4,5,1
45650,3,4,4,2,4,3,2,2,3,2,2,3,2,2,2,2,1,4,5,1
45651,5,5,3,4,2,5,1,2,3,2,1,5,5,1,4,3,1,5,5,4
45652,2,2,5,4,1,4,4,2,5,4,1,2,1,1,2,2,5,2,1,1
45653,5,5,5,4,5,4,1,1,5,2,3,5,1,1,3,4,5,5,5,2
45654,3,2,3,4,4,4,4,3,5,5,3,4,5,4,2,5,1,1,4,1
45655,1,2,1,5,2,1,1,2,5,4,1,4,1,1,1,5,4,2,5,1
45656,4,3,4,2,3,5,1,3,5,2,4,5,3,2,1,4,2,3,1,1
45657,5,5,1,3,5,1,1,5,4,5,1,5,4,3,5,1,1,5,5,5
45658,4,5,3,2,5,1,1,4,4,3,1,4,2,1,5,2,3,4,5,2
45659,3,3,3,2,3,2,2,4,3,2,3,4,4,2,3,1,3,4,3,2
45660,3,4,4,3,2,1,1,4,5,5,1,2,2,2,5,2,2,2,1,4
45661,4,2,4,4,4,4,2,4,4,2,2,5,2,1,3,4,2,3,3,1
45662,5,4,3,1,4,1,1,4,3,3,1,5,4,1,4,1,1,4,5,2
45663,4,4,3,3,2,2,2,5,3,2,1,5,4,2,4,2,1,4,4,1
45664,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
45665,2,2,1,4,2,1,3,2,3,5,1,5,1,1,1,4,1,2,5,5
45666,5,5,1,3,1,2,1,2,2,2,1,5,4,1,4,1,1,5,5,1
45667,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1
45668,2,4,2,1,4,4,4,1,5,1,1,1,4,1,4,2,2,5,5,2
45669,5,4,1,1,5,4,5,5,3,5,1,5,1,1,4,1,5,5,5,5
45670,3,5,3,4,5,1,1,2,4,2,1,4,4,1,5,5,5,4,5,1
45671,5,5,1,3,5,1,1,5,1,1,1,5,4,3,5,1,1,5,5,3
45672,2,1,4,5,1,4,4,2,5,4,4,4,1,4,3,4,4,1,4,1
45673,1,2,3,4,2,2,1,2,4,4,3,1,1,2,4,2,4,2,5,1
45674,4,5,2,3,4,3,3,5,4,2,1,5,1,1,5,1,1,5,4,1
45675,2,3,2,3,4,2,3,3,4,3,1,4,2,2,3,1,4,1,5,2
45676,5,5,1,1,5,1,1,5,5,2,1,5,2,1,5,1,1,5,5,2
45677,4,4,2,4,4,2,1,4,2,1,1,5,5,2,4,2,2,4,5,2
45678,4,4,3,2,4,2,2,4,2,2,1,4,4,2,4,2,3,4,5,3
45679,4,4,3,4,4,3,2,4,4,5,1,4,4,2,5,5,2,4,5,2
45680,1,2,4,4,1,4,3,3,5,5,3,2,1,4,3,5,4,3,5,1
45681,2,3,5,4,5,2,1,2,4,1,2,1,2,1,4,4,1,2,5,3
45682,1,2,4,2,2,4,4,2,5,5,1,2,1,1,1,2,3,1,4,2
45683,5,5,1,1,5,1,1,5,1,1,1,5,4,1,5,1,1,5,5,5
45684,1,4,5,4,5,5,4,1,5,4,1,1,4,4,4,1,5,5,4,1
45685,5,4,1,1,5,2,1,3,1,1,1,5,4,2,3,1,3,5,5,3
45686,1,4,1,2,1,1,1,2,4,2,1,1,4,4,4,2,4,2,5,1
45687,5,5,1,2,4,1,1,4,2,2,1,5,4,2,4,1,1,4,5,2
45688,1,4,5,4,2,4,4,4,5,4,2,4,2,3,4,5,2,4,5,2
45689,4,4,1,2,3,1,1,4,2,1,1,5,5,2,5,4,5,5,5,4
45690,4,4,4,4,4,4,2,1,5,2,1,4,5,1,1,1,1,4,5,4
45691,1,3,3,3,4,2,2,4,5,5,2,3,2,3,2,4,1,4,5,2
45692,5,5,2,1,5,2,2,5,1,1,1,5,5,1,4,4,1,5,5,5
45693,4,3,1,3,5,1,1,5,3,4,2,5,4,1,3,1,1,5,5,2
45694,5,4,3,3,4,3,2,4,1,5,2,5,4,2,3,4,3,4,5,4
45695,4,5,2,1,4,1,1,2,2,1,1,5,4,1,4,1,1,5,5,4
45696,5,1,1,3,5,1,5,5,1,5,1,3,5,1,1,1,5,1,5,3
45697,2,3,4,4,2,3,2,4,4,3,2,3,3,1,4,2,1,4,5,2
45698,5,5,1,1,5,1,1,5,2,1,1,5,5,1,5,1,1,4,3,3
45699,4,4,2,1,5,4,1,4,5,4,1,5,1,3,4,1,1,4,5,1
45700,5,5,5,1,5,1,1,5,3,1,2,5,5,1,5,1,1,5,5,5
45701,1,1,4,5,1,5,4,1,5,3,2,1,1,3,1,2,3,1,3,1
45702,4,5,1,3,4,1,1,4,3,2,1,5,2,1,4,1,1,4,5,3
45703,5,5,1,1,5,1,1,2,3,3,1,5,5,1,3,1,1,5,5,1
45704,5,5,5,2,4,2,1,5,4,5,3,5,4,1,3,3,2,4,3,5
45705,3,4,1,1,4,5,1,4,3,2,1,4,4,1,3,1,1,5,5,4
45706,5,4,3,2,5,4,1,1,5,4,3,5,4,1,4,3,1,3,3,2
45707,5,1,5,1,5,4,4,4,5,3,1,4,1,2,3,1,2,5,4,1
45708,1,4,5,4,3,5,4,5,5,5,1,5,1,3,4,2,1,4,4,1
45709,1,3,4,3,3,3,2,3,3,1,3,4,3,2,1,2,2,4,5,4
45710,4,1,4,1,3,1,1,1,2,5,1,1,1,1,2,1,2,1,5,1
45711,3,4,2,3,2,2,2,1,5,2,1,4,4,1,3,1,2,4,5,1
45712,5,5,4,4,4,5,4,1,5,4,3,5,1,2,1,2,1,4,4,3
45713,4,4,5,2,2,2,2,5,5,5,2,2,4,1,3,1,4,5,3,2
45714,5,5,1,2,5,1,5,2,5,1,1,5,5,2,5,4,1,2,5,5
45715,5,4,5,1,5,4,5,5,4,4,1,5,4,1,3,1,1,3,5,4
45716,5,5,2,1,4,1,1,5,2,1,1,5,4,1,5,1,1,1,5,2
45717,5,4,2,1,5,2,2,4,2,2,1,5,4,2,4,1,1,3,5,1
45718,5,4,1,1,5,1,1,2,5,1,1,1,4,1,5,1,1,5,5,5
45719,2,2,3,4,4,4,2,4,4,4,2,2,2,2,5,4,4,2,5,3
45720,2,2,4,5,3,4,2,2,5,3,3,4,4,2,2,4,1,2,5,1
45721,4,4,1,4,1,1,1,4,4,2,2,5,1,3,5,2,3,4,5,1
45722,4,3,2,2,4,1,1,3,3,1,1,5,4,1,4,1,1,5,5,1
45723,5,2,1,2,5,1,1,2,3,3,4,5,4,1,5,2,1,3,5,1
45724,2,1,5,4,2,4,2,1,5,5,1,1,1,4,1,4,5,2,5,1
45725,1,1,4,3,1,4,4,4,5,5,2,4,2,1,2,2,4,4,5,1
45726,1,1,1,2,5,1,1,5,3,4,1,5,1,4,1,5,5,4,5,1
45727,4,4,2,2,5,2,1,1,3,1,1,2,2,1,5,1,1,2,4,4
45728,1,2,3,5,3,5,3,1,5,5,5,1,1,4,1,2,2,2,3,1
45729,1,1,2,5,2,3,2,1,5,5,1,1,1,5,1,1,3,2,4,2
45730,2,2,2,4,1,2,1,1,4,2,1,4,1,2,4,2,4,2,4,2
45731,1,1,4,3,2,1,1,1,5,3,1,1,1,3,3,1,1,3,5,1
45732,5,5,1,2,5,4,1,1,1,1,1,5,1,1,5,1,5,5,5,4
45733,1,3,4,2,2,5,2,1,5,4,2,1,1,3,3,4,5,4,5,1
45734,5,2,2,3,2,1,1,4,2,5,1,5,4,1,5,1,5,1,5,1
45735,4,5,3,4,4,1,1,2,4,3,1,4,2,1,5,2,4,5,5,4
45736,5,5,1,1,5,1,1,5,1,1,1,5,4,1,5,1,1,5,5,4
45737,5,4,5,1,5,1,4,5,2,4,2,5,4,1,5,4,1,2,5,3
45738,5,4,3,2,4,4,2,3,4,4,3,4,2,2,3,1,3,3,2,2
45739,1,1,4,4,1,5,5,4,5,5,5,1,2,2,1,2,4,1,4,1
45740,5,5,1,1,5,1,1,5,1,1,1,5,3,1,5,1,2,5,5,3
45741,4,5,1,5,5,5,2,5,1,1,1,5,5,1,5,1,3,5,1,1
45742,4,5,2,3,5,4,2,5,2,5,3,4,5,1,5,3,1,2,5,2
45743,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,4,1,5,5,1
45744,2,1,1,3,4,2,1,1,4,1,1,5,5,1,5,1,1,3,5,3
45745,1,2,5,4,1,4,2,2,5,5,2,1,1,2,1,4,3,3,4,1
45746,5,5,1,3,4,1,1,3,3,1,1,5,4,1,4,1,1,4,5,3
45747,5,5,1,1,5,1,1,4,3,1,1,4,5,1,5,1,2,5,5,5
45748,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
45749,1,2,3,5,4,5,1,1,3,4,4,3,1,4,1,2,2,3,5,2
45750,5,5,4,1,5,2,3,5,4,2,1,1,5,1,5,2,5,2,3,5
45751,4,3,3,1,5,3,2,5,3,3,2,5,4,1,4,2,1,4,5,5
45752,2,4,4,4,4,4,2,4,5,5,2,4,1,4,4,5,2,4,5,1
45753,3,2,4,4,3,3,3,4,5,3,2,5,4,4,4,4,1,4,5,5
45754,4,4,3,4,2,4,1,4,4,2,3,4,2,1,3,2,3,3,5,4
45755,1,1,3,5,1,5,2,1,5,4,2,1,2,4,2,5,5,1,5,1
45756,1,3,5,5,4,5,2,1,5,5,1,3,1,1,1,4,5,1,4,1
45757,4,2,5,4,3,5,2,1,5,4,1,2,1,2,2,1,2,4,4,1
45758,2,5,2,2,3,3,3,4,5,2,1,4,3,1,3,3,1,2,5,1
45759,5,1,5,4,4,5,5,4,5,3,1,5,1,1,2,5,2,4,2,5
45760,5,5,4,5,5,4,1,1,5,1,1,5,5,1,5,1,5,5,5,1
45761,1,1,5,5,1,4,4,1,5,5,1,1,1,2,1,5,4,1,4,3
45762,5,4,2,1,4,2,1,4,2,2,1,5,5,1,2,2,2,2,4,3
45763,5,3,1,4,1,1,1,1,4,1,1,3,1,1,4,1,1,1,5,1
45764,5,4,3,1,5,3,2,5,4,1,2,5,4,1,4,1,1,4,5,5
45765,5,5,1,2,5,2,1,4,3,2,1,5,5,1,5,1,1,5,5,5
45766,1,1,2,3,1,4,2,1,5,5,2,2,1,2,2,2,2,1,5,1
45767,1,1,5,5,1,5,4,1,5,5,1,1,1,1,1,5,1,1,1,1
45768,4,4,4,1,5,1,1,5,1,1,1,5,5,1,5,1,2,5,3,4
45769,1,4,4,1,3,2,1,5,3,1,2,2,1,1,5,1,1,2,5,1
45770,2,2,4,3,3,2,1,4,5,5,1,4,2,3,3,5,1,2,1,2
45771,1,1,5,5,1,4,4,1,5,5,3,4,1,3,1,5,5,3,3,3
45772,5,1,3,1,3,2,1,4,1,1,2,5,5,1,5,1,3,5,1,5
